TIME_PERIOD;MEDIDAS;TERRITORIO;ACTIVIDAD_ECONOMICA;OBSERVACIONES
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de productos farmacéuticos;23
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Construcción;2166
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;52
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Industria química;32
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Construcción;2166
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de productos metálicos, excepto maquinaria y equipo;179
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";1075
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Hostelería;4828
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Artes gráficas y reproducción de soportes grabados;116
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Actividades de servicios sociales;182
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";212
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de productos informáticos, electrónicos y ópticos;3
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Total;27581
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Educación;623
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Venta y reparación de vehículos de motor y motocicletas;945
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Actividades deportivas, recreativas y de entretenimiento;474
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de productos de caucho y plásticos;20
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;"Fabricación de muebles; otras industrias manufactureras";58
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Publicidad y estudios de mercado;147
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Actividades asociativas;402
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de material y equipo eléctrico;9
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";217
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Actividades de organizaciones y organismos extraterritoriales;4
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Reparación e instalación de maquinaria y equipo;138
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Suministro de energía eléctrica, gas, vapor y aire acondicionado;22
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";877
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Actividades de alquiler;284
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Otros servicios personales;1210
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Pesca y acuicultura;87
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;Transporte marítimo y por vías navegables interiores;63
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";70
12/2017;Empresa inscrita en la Seguridad Social;Tenerife;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";207
2017;Empresa inscrita en la Seguridad Social;El Hierro;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Fabricación de vehículos de motor, remolques y semirremolques;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Almacenamiento y actividades anexas al transporte;2
2017;Empresa inscrita en la Seguridad Social;El Hierro;Servicios;220
2017;Empresa inscrita en la Seguridad Social;El Hierro;Agricultura, ganadería, silvicultura y pesca;30
2017;Empresa inscrita en la Seguridad Social;El Hierro;"Administración pública y defensa; seguridad social obligatoria";0
2017;Empresa inscrita en la Seguridad Social;El Hierro;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";1
2017;Empresa inscrita en la Seguridad Social;El Hierro;Captación, depuración y distribución de agua;1
2017;Empresa inscrita en la Seguridad Social;El Hierro;Servicios financieros, excepto seguros y fondos de pensiones;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Industria;15
2017;Empresa inscrita en la Seguridad Social;El Hierro;Actividades auxiliares a los servicios financieros y a los seguros;1
2017;Empresa inscrita en la Seguridad Social;El Hierro;Silvicultura y explotación forestal;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Industria del papel;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Fabricación de otros productos minerales no metálicos;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Actividades relacionadas con el empleo;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Actividades sanitarias;4
2017;Empresa inscrita en la Seguridad Social;El Hierro;Industria de la alimentación, bebidas y tabaco;8
2017;Empresa inscrita en la Seguridad Social;El Hierro;Fabricación de maquinaria y equipo n.c.o.p.;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Comercio al por menor, excepto de vehículos de motor y motocicletas;60
2017;Empresa inscrita en la Seguridad Social;El Hierro;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Reparación de ordenadores, efectos personales y artículos de uso doméstico;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Transporte aéreo;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Telecomunicaciones;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";1
2017;Empresa inscrita en la Seguridad Social;El Hierro;Fabricación de otro material de transporte;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Edición;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Investigación y desarrollo;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;5
2017;Empresa inscrita en la Seguridad Social;El Hierro;Coquerías y refino de petróleo;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Agricultura, ganadería, caza y servicios relacionados con las mismas;20
2017;Empresa inscrita en la Seguridad Social;El Hierro;Actividades postales y de correos;1
2017;Empresa inscrita en la Seguridad Social;El Hierro;Actividades inmobiliarias;2
2017;Empresa inscrita en la Seguridad Social;El Hierro;Transporte terrestre y por tubería;5
2017;Empresa inscrita en la Seguridad Social;El Hierro;Industrias extractivas;1
2017;Empresa inscrita en la Seguridad Social;El Hierro;Fabricación de productos farmacéuticos;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Construcción;23
2017;Empresa inscrita en la Seguridad Social;El Hierro;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Industria química;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Construcción;23
2017;Empresa inscrita en la Seguridad Social;El Hierro;Fabricación de productos metálicos, excepto maquinaria y equipo;2
2017;Empresa inscrita en la Seguridad Social;El Hierro;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";10
2017;Empresa inscrita en la Seguridad Social;El Hierro;Hostelería;73
2017;Empresa inscrita en la Seguridad Social;El Hierro;Artes gráficas y reproducción de soportes grabados;1
2017;Empresa inscrita en la Seguridad Social;El Hierro;Actividades de servicios sociales;2
2017;Empresa inscrita en la Seguridad Social;El Hierro;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";2
2017;Empresa inscrita en la Seguridad Social;El Hierro;Fabricación de productos informáticos, electrónicos y ópticos;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Total;288
2017;Empresa inscrita en la Seguridad Social;El Hierro;Educación;9
2017;Empresa inscrita en la Seguridad Social;El Hierro;Venta y reparación de vehículos de motor y motocicletas;9
2017;Empresa inscrita en la Seguridad Social;El Hierro;Actividades deportivas, recreativas y de entretenimiento;2
2017;Empresa inscrita en la Seguridad Social;El Hierro;Fabricación de productos de caucho y plásticos;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;"Fabricación de muebles; otras industrias manufactureras";0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Publicidad y estudios de mercado;1
2017;Empresa inscrita en la Seguridad Social;El Hierro;Actividades asociativas;4
2017;Empresa inscrita en la Seguridad Social;El Hierro;Fabricación de material y equipo eléctrico;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Actividades de organizaciones y organismos extraterritoriales;0
2017;Empresa inscrita en la Seguridad Social;El Hierro;Reparación e instalación de maquinaria y equipo;1
2017;Empresa inscrita en la Seguridad Social;El Hierro;Suministro de energía eléctrica, gas, vapor y aire acondicionado;1
2017;Empresa inscrita en la Seguridad Social;El Hierro;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";9
2017;Empresa inscrita en la Seguridad Social;El Hierro;Actividades de alquiler;4
2017;Empresa inscrita en la Seguridad Social;El Hierro;Otros servicios personales;11
2017;Empresa inscrita en la Seguridad Social;El Hierro;Pesca y acuicultura;11
2017;Empresa inscrita en la Seguridad Social;El Hierro;Transporte marítimo y por vías navegables interiores;6
2017;Empresa inscrita en la Seguridad Social;El Hierro;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";0
2017;Empresa inscrita en la Seguridad Social;El Hierro;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";2
2017;Empresa inscrita en la Seguridad Social;La Gomera;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";2
2017;Empresa inscrita en la Seguridad Social;La Gomera;Fabricación de vehículos de motor, remolques y semirremolques;0
2017;Empresa inscrita en la Seguridad Social;La Gomera;Almacenamiento y actividades anexas al transporte;5
2017;Empresa inscrita en la Seguridad Social;La Gomera;Servicios;516
2017;Empresa inscrita en la Seguridad Social;La Gomera;Agricultura, ganadería, silvicultura y pesca;28
2017;Empresa inscrita en la Seguridad Social;La Gomera;"Administración pública y defensa; seguridad social obligatoria";0
2017;Empresa inscrita en la Seguridad Social;La Gomera;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";3
2017;Empresa inscrita en la Seguridad Social;La Gomera;Captación, depuración y distribución de agua;2
2017;Empresa inscrita en la Seguridad Social;La Gomera;Servicios financieros, excepto seguros y fondos de pensiones;0
2017;Empresa inscrita en la Seguridad Social;La Gomera;Industria;29
2017;Empresa inscrita en la Seguridad Social;La Gomera;Actividades auxiliares a los servicios financieros y a los seguros;1
2017;Empresa inscrita en la Seguridad Social;La Gomera;Silvicultura y explotación forestal;1
2017;Empresa inscrita en la Seguridad Social;La Gomera;Industria del papel;0
2017;Empresa inscrita en la Seguridad Social;La Gomera;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";0
2017;Empresa inscrita en la Seguridad Social;La Gomera;Fabricación de otros productos minerales no metálicos;0
2017;Empresa inscrita en la Seguridad Social;La Gomera;Actividades relacionadas con el empleo;0
